age_bins,fare_bins,age_cuts,fare_cuts,max_bins_tested,outlier_threshold
6,6,"[0.42, 19.0, 24.0, 26.0, 32.5, 40.5, 57.75]","[7.225, 7.775, 8.6625, 14.4542, 26.0, 52.369466666666646, 112.07915]",6,3.0
